distance	probability
4.434262480000000	0.000003496000007
8.875311054000001	0.000042605000085
13.323138276000000	0.000008559000017
17.777736706999999	0.000019073000038
22.239098905999999	0.000003029000006
26.707217434000000	0.000000531000001
31.182084854999999	0.000015758000032
35.663693733999999	0.000000706000001
40.152036637000002	0.000000658000001
44.647106131999998	0.000001058000002
49.148894790999996	0.000000804000002
53.657395184999999	0.000000037000000
53.657395184999999	0.001110929002222
58.172599888999997	0.000000499000001
58.172599888999997	0.000000032000000
62.694501477000003	0.000002158000004
67.223092527999995	0.000003720000007
71.758365620999996	0.000002155000004
76.300313337999995	0.001467451002935
76.300313337999995	0.000000006000000
76.300313337999995	0.000000014000000
80.848928263000005	0.000000541000001
85.404202980999997	0.000000740000001
85.404202980999997	0.000000012000000
89.966130081000003	0.000002913000006
94.534702151999994	0.000013254000027
99.109911784999994	0.000000406000001
99.109911784999994	0.000000004000000
103.691751576000001	0.000005138000010
108.280214121000000	0.000000931000002
112.875292017000007	0.000933312001867
117.476977867000002	0.000003424000007
117.476977867000002	0.001072052002144
122.085264273000007	0.000000685000001
126.700143839999996	0.000000949000002
131.321609176000010	0.000003404000007
135.949652890999999	0.001124723002249
140.584267597999997	0.000011298000023
145.225445911999998	0.000000702000001
149.873180448999989	0.000000033000000
149.873180448999989	0.000004953000010
154.527463831000006	0.000004210000008
154.527463831000006	0.000000004000000
159.188288677999992	0.000035476000071
163.855647615999999	0.000015113000030
168.529533272000009	0.000000448000001
173.209938276000003	0.000000376000001
177.896855262000003	0.000004952000010
182.590276863000014	0.000000608000001
187.290195718000007	0.000006361000013
191.996604467999987	0.000000003000000
191.996604467999987	0.000024614000049
196.709495755999995	0.000017489000035
201.428862229000003	0.000007417000015
206.154696534000010	0.000012827000026
210.886991324000007	0.000013821000028
215.625739253000006	0.000048577000097
220.370932979000003	0.000001410000003
225.122565162000001	0.000038496000077
229.880628465000001	0.000037753000076
234.645115554000000	0.000025834000052
239.416019100000000	0.000045309000091
244.193331771999993	0.000015995000032
248.977046247999994	0.000047000000094
253.767155204999995	0.000031039000062
258.563651323999977	0.000025173000050
263.366527290000022	0.000000043000000
263.366527290000022	0.000008629000017
268.175775790999978	0.000034036000068
272.991389517000016	0.000040638000081
277.813361161999978	0.000029116000058
282.641683423000018	0.000036444000073
282.641683423000018	0.000000002000000
287.476349000000027	0.000050942000102
292.317350598000019	0.000036406000073
297.164680922999992	0.000136933000274
302.018332685000019	0.000093521000187
306.878298598000015	0.000018969000038
311.744571377999989	0.000053740000107
316.617143747000000	0.000091915000184
321.496008427999982	0.000301626000603
326.381158147999997	0.000031536000063
331.272585637000020	0.000056017000112
336.170283631000018	0.000000005000000
336.170283631000018	0.000072933000146
341.074244866000015	0.000137427000275
345.984462082999983	0.000022511000045
350.900928028000010	0.003296590006593
355.823635449999983	0.000000005000000
355.823635449999983	0.000097037000194
360.752577099000007	0.000082496000165
365.687745731000007	0.000073773000148
370.629134105999981	0.000186713000373
375.576734987999998	0.000098007000196
380.530541141000015	0.000083909000168
385.490545338000004	0.001945590003891
390.456740351000008	0.000064330000129
395.429118959999983	0.000185729000371
400.407673945999989	0.000133606000267
405.392398093999986	0.000089595000179
410.383284193999998	0.000073254000147
415.380325040000002	0.000136654000273
420.383513429000004	0.000161229000322
425.392842160999976	0.000107835000216
